vmag,ra,de,pmRa,pmDe,sRgbR,sRgbG,sRgbB
5.48,5.304417,42.79222,0.038,-0.023,1.690208,0.8639587,0.3174968
5.07,5.25675,-26.94333,0.01,-0.018,0.781925,0.9934445,1.714426
6.42,5.278083,1.947222,-0.011,-0.009,0.8099886,0.9947508,1.618527
6.18,5.311222,40.465,0.017,-0.015,1.520997,0.9021141,0.4382997
4.54,5.302972,33.37167,0.045,-0.16,1.461477,0.9146789,0.4893029
6.05,5.231472,-52.03111,-0.004,-0.024,1.532952,0.8995316,0.4286416
6.14,5.30525,33.76722,0.012,-0.03,0.7957208,0.9941736,1.666419
4.71,5.319028,40.09917,0.519,-0.664,1.098992,0.9778222,0.9328517
6.66,5.263056,-34.92667,-0.018,0.026,0.8756096,0.995297,1.419215
6.56,5.280028,-17.14167,-0.012,0.022,0.7621466,0.9920915,1.786308
5.41,5.316667,33.74833,0.011,-0.025,0.7526829,0.9913102,1.822032
6.62,5.333972,44.42556,0.004,-0.01,1.302141,0.9458218,0.6506131
6.49,5.323222,33.98556,0.009,-0.01,0.9134204,0.9942164,1.318236
3.6,5.293444,-6.844444,-0.015,-0.008,0.7785514,0.9932398,1.726427
6.54,5.34425,46.96389,0.002,-0.002,1.08357,0.9797518,0.959243
5.5,5.2945,-13.51972,-0.012,-0.046,1.262074,0.9529513,0.6981484
5.52,5.337444,41.08611,-0.002,-0.058,0.8594694,0.9954634,1.465249
4.94,5.321278,22.09639,0.012,-0.083,1.262074,0.9529513,0.6981484
5.03,5.333583,33.95806,0.001,0.002,0.9264704,0.9936338,1.285468
6.08,5.32075,20.13472,-0.039,-0.027,1.307917,0.9447668,0.6440313
6.49,5.260806,-52.18194,0.022,0.027,1.42594,0.9219321,0.5222255
4.83,5.291417,-34.89528,0.09,-0.337,1.302141,0.9458218,0.6506131
4.83,5.229278,-67.18528,0.019,0.036,1.467412,0.9134489,0.4839908
6.56,5.490472,77.9775,0.011,-0.017,0.8715355,0.9953564,1.430662
5.34,5.319778,2.595833,-0.017,-0.047,0.9901823,0.9894148,1.139147
5.96,5.314,-18.13,0.381,0.058,1.073387,0.9809783,0.977142
6.34,5.326444,-1.412222,-0.007,-0.006,0.7785514,0.9932398,1.726427
5.23,5.363444,41.80444,0.018,-0.037,0.765365,0.9923371,1.774358
6.33,5.349806,27.95722,-0.013,-0.016,0.8322476,0.9953098,1.547205
5.28,5.391056,57.54444,0.013,-0.055,0.8063781,0.9946213,1.630482
5.76,5.353528,29.57,0.004,0.004,0.8398899,0.9954101,1.523629
6.36,5.321528,-18.52,0.012,0.01,0.7621466,0.9920915,1.786308
6.54,5.32175,-18.50972,0.005,-0.002,0.7785514,0.9932398,1.726427
6.18,5.349056,19.81417,-0.006,-0.015,1.437773,0.9195387,0.5110475
4.29,5.32625,-13.17667,-0.001,-0.003,0.7317508,0.9892593,1.904259
5.3,5.333083,-12.31556,-0.006,0.009,0.7752084,0.9930265,1.738424
5.99,5.32325,-27.36889,0,-0.01,0.8027965,0.9944818,1.64245
6.39,5.340667,-5.366667,-0.011,0.029,0.8063781,0.9946213,1.630482
5.54,5.380639,41.02944,-0.013,0.005,0.8634652,0.9954395,1.45368
6.57,5.355361,4.011944,-0.003,-0.009,0.7853289,0.9936404,1.702421
4.71,5.340806,-21.23944,0.005,0,0.799244,0.9943325,1.65443
5.8,5.362111,8.428611,0.003,-0.006,0.7718961,0.9928048,1.750413
5.68,5.358833,-0.4163889,-0.003,0.002,0.7752084,0.9930265,1.738424
4.73,5.362694,-0.3825,0,-0.001,0.75896,0.9918383,1.798239
6.34,5.339056,-34.69889,-0.007,-0.004,0.9532177,0.9921292,1.221391
5.45,5.322806,-50.60611,0.028,0.224,1.038387,0.9848868,1.041715
6.46,5.389694,28.93667,0.019,-0.03,0.8027965,0.9944818,1.64245
6.56,5.364167,-13.75611,0.008,-0.007,0.7853289,0.9936404,1.702421
5,5.380556,3.544444,-0.004,-0.002,0.765365,0.9923371,1.774358
5.06,5.362833,-24.77306,-0.024,-0.013,1.119825,0.9750837,0.8985121
6.09,5.354694,-34.34528,0.009,0.001,0.7526829,0.9913102,1.822032
4.99,5.410889,37.38556,0.001,-0.008,1.550918,0.8956152,0.4144755
6.08,5.393806,16.69944,-0.029,-0.017,0.8715355,0.9953564,1.430662
6.28,5.410639,31.22389,-0.043,-0.009,1.443694,0.9183328,0.5055358
5.94,5.410694,31.14306,-0.011,-0.007,0.8322476,0.9953098,1.547205
6.35,5.391972,5.3225,-0.024,-0.003,0.8634652,0.9954395,1.45368
5.9,5.388472,-8.415833,0.003,-0.016,0.8063781,0.9946213,1.630482
6.55,5.420278,34.85528,-0.007,-0.039,1.366313,0.9337484,0.580982
4.99,5.407056,17.38333,0.246,-0.009,1.048284,0.9838315,1.02296
5.7,5.395083,-0.1597222,-0.009,0.003,0.7465358,0.9907548,1.845714
6.11,5.397611,-0.8672222,-0.004,-0.009,1.03347,0.9853959,1.051185
5.25,5.391722,-13.92722,0.002,0.004,0.7465358,0.9907548,1.845714
4.14,5.399111,-7.808056,-0.015,-0.043,1.279166,0.9499515,0.6774598
6.49,5.386667,-26.70583,0.029,0.009,1.03347,0.9853959,1.051185
6.32,5.410056,2.352778,0.011,-0.007,0.765365,0.9923371,1.774358
5.08,5.408028,-0.8913889,-0.005,0.132,1.279166,0.9499515,0.6774598
3.36,5.407944,-2.396944,0.002,0,0.75896,0.9918383,1.798239
4.95,5.412444,1.846389,0.001,0.001,0.749593,0.9910358,1.833889
1.64,5.418861,6.349722,-0.009,-0.014,0.7435117,0.9904674,1.857505
1.65,5.438194,28.6075,0.022,-0.175,0.7718961,0.9928048,1.750413
5.65,5.407889,-16.97611,0.015,-0.027,0.8172955,0.9949792,1.594669
5.71,5.39,-39.67861,0.028,0.003,1.671872,0.8682461,0.3290678
6.15,5.448417,35.45722,-0.018,-0.011,1.568927,0.8916483,0.4006839
5.94,5.446917,34.39167,0.007,-0.011,0.8715355,0.9953564,1.430662
6.15,5.447583,33.26278,0.013,0,1.389962,0.9291172,0.5571284
6.82,5.394167,-37.33667,0.034,0.008,1.325317,0.9415493,0.6245921
6.25,5.434917,16.70028,-0.009,-0.003,0.788763,0.9938273,1.690417
5.61,5.417111,-10.32917,-0.017,-0.022,1.635357,0.8766814,0.3531348
6.57,5.425333,-0.5441667,0.012,-0.007,0.799244,0.9943325,1.65443
6.11,5.372806,-56.13444,-0.005,0.02,0.781925,0.9934445,1.714426
5.42,5.502833,63.06722,-0.006,-0.005,1.727041,0.8552473,0.295236
6.16,5.429722,0.5208333,-0.005,0.019,0.7558053,0.9915778,1.810148
5.74,5.452306,30.20861,0.008,-0.01,0.8797096,0.9952256,1.40781
5.07,5.460806,34.47583,-0.003,-0.047,1.538936,0.8982318,0.4238772
6.23,5.434,-5.518333,0.013,0.008,0.7957208,0.9941736,1.666419
6.42,5.444111,6.869167,0.003,-0.012,0.8099886,0.9947508,1.618527
5.42,5.452806,17.96222,0.005,-0.022,0.781925,0.9934445,1.714426
6.16,5.453833,15.25778,-0.014,-0.002,0.8476411,0.9954656,1.500175
4.88,5.460583,21.93694,0.002,-0.007,0.765365,0.9923371,1.774358
4.59,5.447278,3.095556,0.002,-0.004,0.7465358,0.9907548,1.845714
5.89,5.433278,-19.69556,0.004,-0.022,0.9854823,0.9897984,1.149222
6.08,5.415444,-44.22583,0.003,0.005,1.420028,0.9231197,0.5278929
5.5,5.462667,15.87417,0.006,-0.022,0.8209915,0.9950778,1.582768
6.51,5.207139,-81.54167,0.011,0.05,1.366313,0.9337484,0.580982
5.77,5.467111,17.23889,0.02,-0.049,1.677979,0.8668221,0.3251773
6.35,5.451333,-11.90083,0.019,-0.049,1.038387,0.9848868,1.041715
6.27,5.412833,-52.31639,-0.012,-0.031,0.843752,0.9954435,1.511886
6.35,5.476333,13.67889,0.014,-0.018,0.8756096,0.995297,1.419215
6.41,5.467111,1.298333,0.018,0.003,0.7558053,0.9915778,1.810148
5.47,5.487917,25.15056,0.01,-0.032,0.8027965,0.9944818,1.64245
6.24,5.494611,29.18639,0.022,-0.054,1.009204,0.9877542,1.099447
6.07,5.460139,-21.37556,0.013,0.036,1.325317,0.9415493,0.6245921
6,5.5135,41.46194,0.002,-0.035,1.366313,0.9337484,0.580982
6.37,5.512528,39.82583,0.021,-0.041,1.28489,0.9489328,0.6706696
6.39,5.482417,-3.3075,-0.035,-0.015,0.8136278,0.9948701,1.606589
5.87,5.451472,-40.94361,0.011,0.096,0.9091193,0.9943857,1.329262
6.48,5.542722,57.22111,0.113,-0.222,1.068326,0.9815733,0.9861831
2.84,5.47075,-20.75944,-0.004,-0.089,1.200534,0.963193,0.7782043
5.79,5.489889,-3.446389,-0.044,-0.008,1.389962,0.9291172,0.5571284
6.29,5.512056,22.4625,0.043,-0.016,1.407792,0.9255665,0.539732
5.94,5.50725,15.36028,-0.027,-0.05,0.8715355,0.9953564,1.430662
5.78,5.498556,1.789167,0.008,-0.004,0.749593,0.9910358,1.833889
4.71,5.495556,-1.092222,0.004,-0.023,1.641429,0.8752886,0.3490357
5.57,5.470917,-37.23056,0.009,0.074,0.8247156,0.9951659,1.57089
5.14,5.438694,-58.9125,-0.008,0.028,1.302141,0.9458218,0.6506131
6.21,5.5055,4.204167,0.002,-0.048,1.461477,0.9146789,0.4893029
6.75,5.485194,-30.11667,-0.003,0.014,1.336976,0.9393615,0.611885
4.2,5.513083,5.948056,0.012,-0.034,0.7686149,0.9925749,1.762392
6.33,5.50575,-7.434722,-0.013,0.001,0.7526829,0.9913102,1.822032
5.46,5.520694,3.292222,0.001,0.003,0.7558053,0.9915778,1.810148
4.76,5.545472,32.19194,-0.002,-0.003,0.957758,0.9918342,1.210907
6.17,5.662139,75.04389,-0.008,0.025,1.641429,0.8752886,0.3490357
4.38,5.536889,18.59444,0.002,-0.001,1.952684,0.7994306,0.1831971
6.55,5.557972,42.10889,-0.001,-0.001,0.8099886,0.9947508,1.618527
5.46,5.537278,17.05806,-0.002,-0.009,0.8027965,0.9944818,1.64245
6.22,5.522472,-6.708333,0.01,0,0.75896,0.9918383,1.798239
5.55,5.518778,-20.86361,0.005,-0.044,0.8172955,0.9949792,1.594669
6.48,5.557639,32.80111,0.008,-0.063,0.8515572,0.9954764,1.488497
6.85,5.533472,-0.2844444,0.009,-0.004,0.7621466,0.9920915,1.786308
2.23,5.533444,-0.2991667,0.001,-0.002,0.7435117,0.9904674,1.857505
6.26,5.621167,66.69611,-0.01,-0.031,1.302141,0.9458218,0.6506131
6.27,5.560556,34.72583,-0.038,-0.008,0.8756096,0.995297,1.419215
4.62,5.532167,-7.301389,-0.001,-0.005,0.7317508,0.9892593,1.904259
5.46,5.502639,-47.07778,0.025,-0.137,1.093832,0.9784774,0.941588
6.15,5.620861,64.15472,0.003,-0.07,0.8209915,0.9950778,1.582768
5.69,5.558778,18.54028,-0.002,0,0.8209915,0.9950778,1.582768
6.03,5.45,-68.62278,0.001,-0.019,0.957758,0.9918342,1.210907
6.18,5.560778,20.47417,-0.004,-0.012,0.792227,0.9940051,1.678416
5.35,5.544806,-1.591944,-0.001,-0.009,0.7526829,0.9913102,1.822032
3.87,5.520194,-35.47056,0.022,-0.035,1.384036,0.9302863,0.5630207
6.46,5.552,-1.718333,-0.025,-0.04,0.7853289,0.9936404,1.702421
5.64,5.565083,14.30556,-0.001,-0.009,0.7686149,0.9925749,1.762392
2.58,5.5455,-17.82222,0.001,0.002,0.9005912,0.994687,1.351465
5.73,5.609778,54.42889,-0.013,-0.002,1.677979,0.8668221,0.3251773
6.59,5.488167,-62.31444,0.01,-0.023,1.617176,0.880828,0.3656496
5.34,5.558722,-1.156111,-0.004,0,0.7558053,0.9915778,1.810148
6.11,5.604417,47.71528,0.012,-0.018,0.9220961,0.9938405,1.296338
5.86,5.526694,-45.92528,0.028,0.038,1.509061,0.9046737,0.4481333
6.59,5.566,1.407778,0.009,0.004,0.75896,0.9918383,1.798239
5.36,5.571306,3.766944,-0.031,-0.018,0.836055,0.9953655,1.535403
6.22,5.56775,-1.035556,0.007,0.001,0.75896,0.9918383,1.798239
5.93,5.567778,-1.470556,-0.012,-0.033,1.629291,0.8780689,0.3572699
5.38,5.590861,24.03944,0.01,-0.024,0.7853289,0.9936404,1.702421
4.41,5.580333,9.489444,0.002,-0.004,0.7621466,0.9920915,1.786308
5.48,5.547583,-38.51306,0.04,-0.002,1.431855,0.9207385,0.5166105
6.27,5.59875,27.66222,-0.025,-0.039,1.623231,0.8794511,0.3614414
3.54,5.585639,9.934167,0,-0.006,0.7558053,0.9915778,1.810148
5.61,5.585694,9.935,0.001,-0.006,0.8322476,0.9953098,1.547205
5.78,5.552056,-35.13972,0.097,-0.041,1.342822,0.9382551,0.6056062
6.19,5.504417,-63.92778,0.009,0.054,0.9048428,0.9945425,1.340338
5.6,5.587056,10.24,0.022,-0.008,0.8634652,0.9954395,1.45368
6.09,5.614556,40.18222,-0.002,-0.01,1.319505,0.9426305,0.6310211
6.11,6.022278,85.18222,0.011,0,1.641429,0.8752886,0.3490357
5.67,5.583583,-6.009167,-0.011,0,0.7405209,0.9901739,1.869259
4.78,5.584083,-6.001944,0.004,0.002,0.7346401,0.9895696,1.892639
6.53,5.564472,-29.84889,0.014,0.021,0.8099886,0.9947508,1.618527
6.49,5.608389,25.93944,0.014,0.003,0.9996489,0.9886097,1.119177
6.56,5.589389,-4.493333,-0.011,0.03,0.7718961,0.9928048,1.750413
6.24,5.589583,-4.425278,0.022,-0.027,0.765365,0.9923371,1.774358
4.59,5.589778,-4.838333,0.004,0,0.7526829,0.9913102,1.822032
6.73,5.58775,-5.387222,0.005,0.002,0.8247156,0.9951659,1.57089
7.96,5.587806,-5.385278,0.005,0.002,0.9134204,0.9942164,1.318236
5.13,5.587917,-5.389722,0.004,0.002,0.8247156,0.9951659,1.57089
6.7,5.588139,-5.387778,0.005,0.002,0.8515572,0.9954764,1.488497
5.08,5.589694,-5.416111,0.001,0.005,0.7853289,0.9936404,1.702421
6.38,5.591972,-4.364722,0.002,-0.021,0.7686149,0.9925749,1.762392
2.77,5.590556,-5.91,0,0.001,0.7375636,0.9898745,1.880971
6.4,5.593278,-3.252778,-0.008,0,0.7752084,0.9930265,1.738424
5.26,5.594306,-4.855833,0.009,0.011,0.9134204,0.9942164,1.318236
5.83,5.619111,26.92417,0.011,-0.025,0.792227,0.9940051,1.678416
1.7,5.603556,-1.201944,0.001,-0.002,0.7526829,0.9913102,1.822032
6.33,5.629361,33.55917,0.003,0,1.485238,0.9097234,0.468343
5.54,5.617722,17.04028,0.045,-0.031,0.9048428,0.9945425,1.340338
6.54,5.604167,-5.648056,0,-0.004,0.7558053,0.9915778,1.810148
4.09,5.615083,9.290556,0.091,-0.305,1.273455,0.9509609,0.6843027
5.94,5.617889,11.035,0.051,-0.018,1.647506,0.8738905,0.3449722
5.78,5.587611,-33.08,0.02,0.109,1.372211,0.932602,0.5749471
3,5.627417,21.1425,0,-0.021,0.7526829,0.9913102,1.822032
5.72,5.609917,-6.065,-0.005,-0.012,0.7435117,0.9904674,1.857505
6.43,5.562333,-54.90222,0.072,0.011,1.058264,0.9827269,1.004449
6.12,5.622028,8.951944,0.001,-0.001,0.75896,0.9918383,1.798239
5.4,5.643917,30.4925,-0.019,-0.009,1.009204,0.9877542,1.099447
6.26,5.602861,-28.70778,0.023,0,0.8674873,0.9954039,1.442151
5.6,5.707333,65.69778,-0.006,-0.018,1.443694,0.9183328,0.5055358
5.34,5.549889,-64.2275,0.041,-0.01,1.325317,0.9415493,0.6245921
6.05,5.624278,-5.938333,0.015,0.002,0.7435117,0.9904674,1.857505
6.11,5.619111,-11.77556,0.02,-0.02,0.836055,0.9953655,1.535403
5.88,5.633639,7.541389,0.007,-0.017,0.792227,0.9940051,1.678416
6.37,5.649278,26.61778,0.024,-0.018,1.302141,0.9458218,0.6506131
3.76,5.560417,-62.48972,0.002,0.009,1.200534,0.963193,0.7782043
6.19,5.6315,-4.813611,0.004,0.021,0.8027965,0.9944818,1.64245
5.96,5.655111,29.21528,0.012,-0.004,0.8797096,0.9952256,1.40781
6.23,5.688972,53.48111,0.002,-0.518,1.211584,0.9614226,0.7631477
6.16,5.62125,-27.87139,0.014,-0.061,0.957758,0.9918342,1.210907
6.11,5.60075,-47.31389,-0.014,-0.017,1.395897,0.9279408,0.5512831
5.18,5.662278,25.89694,0.012,-0.024,0.765365,0.9923371,1.774358
6.34,5.6575,21.76278,-0.004,-0.036,0.8398899,0.9954101,1.523629
6.75,5.584,-58.87111,-0.035,0.017,1.568927,0.8916483,0.4006839
3.81,5.645778,-2.6,0.002,0.001,0.7375636,0.9898745,1.880971
6.65,5.646417,-2.594167,-0.018,0.012,0.7526829,0.9913102,1.822032
5.96,5.643833,-6.573889,-0.015,0.003,0.7405209,0.9901739,1.869259
4.57,5.653083,4.121389,0.001,-0.003,0.7785514,0.9932398,1.726427
5.31,5.629056,-28.68944,-0.034,0.052,1.014014,0.9873076,1.089673
6.32,5.582667,-61.17583,0.006,-0.022,1.217133,0.9605217,0.755704
4.8,5.648083,-7.213056,-0.012,-0.053,0.8674873,0.9954039,1.442151
6.04,5.676639,31.35806,-0.007,-0.02,0.8322476,0.9953098,1.547205
6.11,5.678361,31.92083,0.01,0.006,1.984643,0.7912387,0.1701737
6,5.658667,-3.564722,-0.002,-0.003,0.9264704,0.9936338,1.285468
6.05,5.717111,56.58167,0.014,0.031,1.273455,0.9509609,0.6843027
6.5,5.658556,-9.706667,0.008,-0.014,0.781925,0.9934445,1.714426
6.15,5.735722,61.47667,-0.005,0.001,1.24511,0.9558647,0.7193206
6.38,5.654528,-17.84944,0.001,0.003,0.7752084,0.9930265,1.738424
6.43,5.689167,29.4875,0.019,-0.029,0.7785514,0.9932398,1.726427
4.86,5.68825,16.53389,0.008,-0.018,0.7718961,0.9928048,1.750413
5.82,5.645444,-40.7075,-0.005,0.009,0.7853289,0.9936404,1.702421
2.05,5.679306,-1.942778,0.003,-0.002,0.7465358,0.9907548,1.845714
4.21,5.679333,-1.942778,0.004,-0.002,1.302141,0.9458218,0.6506131
6.22,5.677028,-2.825,0.008,0.01,0.749593,0.9910358,1.833889
6.59,5.6985,23.32639,-0.016,-0.014,0.7957208,0.9941736,1.666419
4.95,5.680722,-1.128889,-0.012,-0.006,0.7465358,0.9907548,1.845714
5.19,5.531361,-76.34111,0.111,0.283,1.378119,0.9314479,0.5689601
6.36,5.701083,22.66028,-0.011,-0.021,1.302141,0.9458218,0.6506131
5.93,5.684889,0.3377778,0.015,0.028,0.9397373,0.9929382,1.253181
2.64,5.660806,-34.07417,0.007,-0.026,0.7752084,0.9930265,1.738424
6.52,5.679444,-10.40944,-0.03,-0.03,0.7621466,0.9920915,1.786308
5.45,5.663833,-32.62917,-0.022,-0.029,1.256405,0.9539321,0.7051516
6.42,5.694528,-2.896111,0.041,0.03,0.9397373,0.9929382,1.253181
6.31,5.615194,-66.56028,-0.022,0.01,0.792227,0.9940051,1.678416
6.21,5.722083,23.20417,-0.001,-0.022,0.7957208,0.9941736,1.666419
6.21,5.694861,-16.72556,-0.005,0.009,0.7718961,0.9928048,1.750413
4.91,5.707944,1.474722,-0.058,-0.015,1.40184,0.9267572,0.5454844
5.78,5.579083,-73.74139,-0.003,0.033,1.727041,0.8552473,0.295236
6.15,5.703972,-17.53028,-0.036,0.007,1.526972,0.9008257,0.4334489
6.34,5.690833,-33.40056,0.014,-0.002,0.8027965,0.9944818,1.64245
6.02,5.714944,-6.796111,-0.003,0.068,0.9854823,0.9897984,1.149222
5.87,5.703861,-22.37361,-0.004,0.018,0.8594694,0.9954634,1.465249
5.94,5.775111,56.11556,0.019,-0.056,0.8838352,0.9951422,1.396449
6.31,5.71925,-1.613056,0.003,-0.026,1.580958,0.888976,0.3916917
5.47,5.765,49.82639,-0.01,0.001,0.8284677,0.9952433,1.559035
6.19,5.703222,-30.53556,0.002,0.007,0.8209915,0.9950778,1.582768
5.29,5.704194,-34.66778,-0.008,0.051,0.799244,0.9943325,1.65443
6.58,5.76375,40.50722,-0.031,-0.005,0.9177461,0.9940347,1.307261
5.73,5.722667,-18.5575,0.016,-0.015,0.8136278,0.9948701,1.606589
6.13,5.818028,62.80806,-0.007,-0.01,1.302141,0.9458218,0.6506131
6.95,5.760944,20.695,-0.001,0,2.580873,0.6300915,0.009862133
6.09,5.750528,4.008056,0.02,-0.019,0.9442073,0.9926812,1.242528
6.29,5.787417,42.52667,0.009,-0.088,1.509061,0.9046737,0.4481333
6.34,5.741222,-20.12639,-0.016,0.046,1.073387,0.9809783,0.977142
6.25,5.725056,-39.40694,0.051,-0.002,0.9715175,0.9908733,1.179802
6.15,5.740694,-22.42167,-0.309,-0.353,1.267758,0.9519608,0.6911988
3.6,5.741056,-22.44833,-0.293,-0.37,1.018846,0.9868484,1.07996
6.39,5.728083,-45.83306,0.029,0.091,0.9352911,0.9931827,1.263889
6,5.779306,15.8225,0.004,-0.004,0.7957208,0.9941736,1.666419
6.34,5.767444,-4.268333,0,-0.068,1.331141,0.9404596,0.6182135
5.79,5.781139,9.522222,-0.034,-0.065,1.233874,0.9577577,0.733708
5.95,5.776389,1.168056,-0.073,-0.148,1.17863,0.9666066,0.8090019
5.72,5.787,14.48833,0.01,-0.039,0.8322476,0.9953098,1.547205
5.49,5.790611,17.72917,-0.005,-0.006,0.9397373,0.9929382,1.253181
6.05,5.593417,-78.82083,0.008,0.017,0.8099886,0.9947508,1.618527
6.54,5.842778,56.91889,-0.009,-0.008,1.302141,0.9458218,0.6506131
5.29,5.79525,13.89972,0.002,-0.012,0.75896,0.9918383,1.798239
6.2,5.882083,68.47139,0.005,-0.051,1.273455,0.9509609,0.6843027
4.52,5.819583,39.18111,-0.025,-0.022,1.267758,0.9519608,0.6911988
5.17,5.766639,-32.30639,0.009,-0.025,0.7260756,0.9886238,1.927342
6.07,5.806222,20.86944,0.014,-0.016,0.788763,0.9938273,1.690417
3.55,5.782583,-14.82194,-0.016,-0.001,0.8555,0.9954757,1.476855
5.27,5.800056,6.454167,0.007,-0.019,0.9091193,0.9943857,1.329262
6.17,5.785444,-16.23778,-0.034,0.003,1.239485,0.9568162,0.7264869
6.03,5.79075,-10.53306,-0.029,-0.024,0.8797096,0.9952256,1.40781
4.86,5.816944,24.5675,-0.004,-0.023,1.307917,0.9447668,0.6440313
6.29,5.849,51.51472,0.167,-0.03,1.331141,0.9404596,0.6182135
2.06,5.795944,-9.669722,0.002,-0.002,0.75896,0.9918383,1.798239
6.22,5.784639,-28.63917,0.006,0.006,0.765365,0.9923371,1.774358
6.14,5.8715,58.96417,0.007,-0.023,0.8027965,0.9944818,1.64245
5.97,5.809694,-4.094722,0.062,-0.225,1.104171,0.9771553,0.9241761
5.31,5.774278,-46.59722,0.012,0.004,1.325317,0.9415493,0.6245921
6.32,5.7885,-35.67472,-0.008,0.041,1.407792,0.9255665,0.539732
4.91,5.825806,12.65111,-0.02,-0.024,0.792227,0.9940051,1.678416
4.74,5.850667,37.30556,0.035,-0.047,1.671872,0.8682461,0.3290678
3.97,5.858167,39.14861,-0.005,0.007,1.378119,0.9314479,0.5689601
5.56,5.849472,27.96778,-0.009,0.012,1.28489,0.9489328,0.6706696
5.8,5.834056,9.871111,0.005,-0.01,1.228278,0.9586892,0.7409844
4.35,5.746222,-65.73556,-0.031,0.008,0.9005912,0.994687,1.351465
5.52,5.841361,14.30556,0.006,-0.035,1.307917,0.9447668,0.6440313
6.61,5.799472,-40.6525,0.007,0.032,1.372211,0.932602,0.5749471
6.25,5.857139,32.125,0.001,0.007,1.751717,0.8493406,0.2810216
5.97,5.836972,4.423333,0.005,-0.039,1.515027,0.9033968,0.4431943
3.85,5.788083,-51.06639,0.011,0.085,0.8838352,0.9951422,1.396449
5.49,5.826806,-14.48361,-0.025,-0.044,1.233874,0.9577577,0.733708
5.65,5.619389,-80.46917,0.305,1.054,1.08357,0.9797518,0.959243
6.18,5.786944,-54.36083,-0.016,-0.009,1.538936,0.8982318,0.4238772
5.98,5.841667,2.024444,0.001,-0.015,1.250751,0.9549033,0.7122089
6.45,5.877639,39.57444,-0.026,-0.016,0.8515572,0.9954764,1.488497
5.87,5.831528,-22.97167,-0.014,0.025,0.8398899,0.9954101,1.523629
5.2,5.916056,59.88833,0.001,-0.019,0.8247156,0.9951659,1.57089
5.98,5.877806,33.9175,0.02,0.008,1.659678,0.8710787,0.3369508
4.99,5.914111,55.70694,-0.013,0.02,0.836055,0.9953655,1.535403
6.06,5.873167,19.86806,-0.002,0.003,1.053264,0.9832854,1.013674
5.35,5.856111,-7.518056,-0.001,0.003,0.749593,0.9910358,1.833889
6.38,5.826139,-44.87528,-0.004,0.011,1.461477,0.9146789,0.4893029
5.59,5.872861,14.17167,-0.02,-0.005,0.799244,0.9943325,1.65443
4.58,5.888778,27.61222,0.003,-0.012,0.8099886,0.9947508,1.618527
3.81,5.855361,-20.87917,0.227,-0.649,1.296378,0.9468679,0.6572466
6.17,5.857944,-22.92611,-0.001,-0.018,1.313705,0.943703,0.6375007
4.78,5.874,1.855,-0.007,-0.012,1.526972,0.9008257,0.4334489
6.71,5.888639,20.29917,0.005,-0.01,0.792227,0.9940051,1.678416
5.97,5.868778,-9.041389,-0.027,0.052,0.8555,0.9954757,1.476855
3.12,5.849333,-35.76833,0.059,0.401,1.395897,0.9279408,0.5512831
6.25,5.959722,66.09611,0.048,-0.016,1.515027,0.9033968,0.4431943
4.51,5.830472,-56.16667,0.083,-0.076,1.360425,0.934887,0.587065
6.45,5.866528,-29.44861,-0.004,0.02,1.586981,0.8876316,0.387255
6.35,5.841278,-52.76778,-0.025,0.015,1.167779,0.9682485,0.8247469
6.49,5.937333,51.80389,-0.009,-0.008,1.302141,0.9458218,0.6506131
5.9,5.916389,31.70167,-0.043,-0.176,0.8715355,0.9953564,1.430662
4.41,5.906361,20.27611,-0.189,-0.084,1.078469,0.9803711,0.968162
6.12,5.903722,10.58694,0.006,0.008,1.580958,0.888976,0.3916917
5.17,5.848111,-52.10889,0.006,-0.078,1.296378,0.9468679,0.6572466
6.59,5.908944,11.7625,0.008,-0.068,0.8284677,0.9952433,1.559035
6.31,5.904361,3.225278,0.053,-0.061,1.47335,0.912213,0.4787271
5.92,5.91575,19.74972,-0.003,-0.004,0.75896,0.9918383,1.798239
5.63,5.875889,-37.63111,0.033,-0.031,1.325317,0.9415493,0.6245921
6.47,5.951361,49.02944,0.019,-0.016,1.296378,0.9468679,0.6572466
6.7,5.879917,-38.52583,0.004,-0.004,1.348679,0.9371404,0.5993768
4.87,5.88525,-33.80139,-0.004,0.033,0.765365,0.9923371,1.774358
6,5.91225,0.9683333,0.003,-0.003,1.503099,0.9059449,0.4531172
6.57,5.909639,-4.063889,-0.001,0.02,0.7558053,0.9915778,1.810148
6.2,5.503861,-84.785,-0.008,0.046,0.8099886,0.9947508,1.618527
6.69,5.899278,-19.63833,-0.025,0.004,0.8555,0.9954757,1.476855
0.5,5.919528,7.406944,0.026,0.009,1.81384,0.8342382,0.2475444
6.53,5.796694,-72.70222,-0.011,0.022,1.348679,0.9371404,0.5993768
5.4,5.930361,20.175,0,-0.014,1.296378,0.9468679,0.6572466
5.11,5.831556,-66.90111,-0.016,0.016,0.7686149,0.9925749,1.762392
5.66,5.912111,-11.77389,0.066,0.039,1.617176,0.880828,0.3656496
6.32,5.942722,28.94222,0.003,-0.001,0.9397373,0.9929382,1.253181
6.6,5.934306,13.92528,0.384,-0.467,1.10937,0.9764765,0.9155611
6.36,5.903917,-29.14778,-0.02,-0.051,0.9715175,0.9908733,1.179802
6.55,5.889694,-42.92139,0.012,0.009,1.520997,0.9021141,0.4382997
5.87,5.925083,-4.616389,0.04,-0.017,1.407792,0.9255665,0.539732
