vmag,ra,de,pmRa,pmDe,sRgbR,sRgbG,sRgbB
5.96,13.01933,17.12306,-0.005,-0.025,1.279166,0.9499515,0.6774598
6.03,13.05144,-71.47611,-0.023,-0.014,0.836055,0.9953655,1.535403
4.93,13.01217,56.36639,0.114,-0.009,0.966908,0.9912063,1.190112
2.83,13.03628,10.95917,-0.273,0.02,1.267758,0.9519608,0.6911988
4.85,13.05922,-49.52722,-0.059,-0.014,0.8247156,0.9951659,1.57089
6,13.02967,63.61028,-0.18,0.029,0.9901823,0.9894148,1.139147
5.58,13.06281,-20.58306,0.142,0.018,1.063285,0.9821562,0.9952854
6.53,13.04456,59.71611,-0.029,-0.016,0.836055,0.9953655,1.535403
6.59,13.06511,-3.663333,-0.035,-0.036,0.9352911,0.9931827,1.263889
6.26,13.08003,-41.19667,-0.028,-0.034,1.708597,0.8596255,0.3062224
6.43,13.09189,-52.115,-0.048,0.032,1.720887,0.8567117,0.2988666
4.71,13.10464,-48.46361,-0.03,-0.023,0.7686149,0.9925749,1.762392
5.59,13.10975,-41.58861,0.046,-0.017,1.331141,0.9404596,0.6182135
4.27,13.11517,-49.90611,-0.026,-0.012,0.7526829,0.9913102,1.822032
5.25,13.09569,35.79889,-0.03,0.021,0.788763,0.9938273,1.690417
5.99,13.12339,-59.86056,-0.027,-0.012,1.023699,0.9863767,1.070307
5.63,13.09786,45.26861,-0.012,0.028,1.378119,0.9314479,0.5689601
5.99,13.10589,21.15333,-0.069,-0.046,0.9808048,0.9901694,1.159356
6.54,13.11508,-35.86194,0.041,-0.078,0.8099886,0.9947508,1.618527
6.54,13.10283,29.02944,-0.069,0.001,0.836055,0.9953655,1.535403
5.6,13.10628,22.61611,0.025,-0.049,1.653589,0.8724872,0.3409441
6.31,13.08047,73.02528,-0.019,0.02,1.302141,0.9458218,0.6506131
5.71,13.12731,-53.45972,-0.039,-0.024,0.792227,0.9940051,1.678416
5.51,13.13528,-65.30639,-0.016,-0.009,0.8099886,0.9947508,1.618527
6.14,13.10631,62.04194,0.005,-0.037,1.296378,0.9468679,0.6572466
4.8,13.11964,27.62472,0.031,-0.07,1.586981,0.8876316,0.387255
5.19,13.13161,-10.74028,0.017,-0.006,1.384036,0.9302863,0.5630207
6.19,13.13156,27.55583,-0.041,-0.064,1.515027,0.9033968,0.4431943
5.55,13.14236,-8.984444,-0.032,-0.062,1.407792,0.9255665,0.539732
4.95,13.15092,-23.11806,-0.024,-0.036,1.331141,0.9404596,0.6182135
6.32,13.154,-9.538333,-0.033,-0.009,1.313705,0.943703,0.6375007
5.78,13.15344,10.02222,0.017,-0.003,1.302141,0.9458218,0.6506131
5.94,13.16258,-10.32944,-0.008,-0.012,1.59301,0.8862817,0.3828574
5.91,13.16328,16.84861,-0.069,-0.012,1.568927,0.8916483,0.4006839
4.38,13.16583,-5.538889,-0.032,-0.033,0.8136278,0.9948701,1.606589
6.02,13.16075,37.42306,-0.103,0.005,1.389962,0.9291172,0.5571284
6.06,13.18289,-52.56694,-0.041,-0.017,0.7853289,0.9936404,1.702421
5.91,13.19767,-69.94194,0.036,0.006,0.9949045,0.9890186,1.129132
6.28,13.16167,38.53389,-0.016,0.003,0.7752084,0.9930265,1.738424
5.22,13.16647,17.52944,-0.431,0.136,1.009204,0.9877542,1.099447
5.22,13.16647,17.52944,-0.43,0.136,1.302141,0.9458218,0.6506131
5.79,13.18578,-42.23306,-0.08,-0.024,1.043325,0.9843654,1.032307
5.91,13.16756,38.49889,-0.07,0.044,0.9352911,0.9931827,1.263889
6.33,13.19808,-63.30278,-0.006,0.003,1.004415,0.9881883,1.109282
5.25,13.18978,-43.36889,-0.117,-0.027,1.331141,0.9404596,0.6182135
6.54,13.16394,62.22917,-0.03,-0.008,0.8099886,0.9947508,1.618527
4.6,13.20483,-59.92083,-0.049,-0.024,0.788763,0.9938273,1.690417
5.85,13.23811,-78.44722,-0.018,0.004,1.342822,0.9382551,0.6056062
5.9,13.21358,-66.22694,0.024,0.006,0.8398899,0.9954101,1.523629
6.5,13.19422,-26.55167,-0.068,0.004,0.8921627,0.9949391,1.373863
4.85,13.20089,-37.80306,-0.385,0.047,1.135646,0.9729076,0.8733891
6.16,13.21556,-59.81667,0.014,-0.107,1.08357,0.9797518,0.959243
5.04,13.20097,-16.19861,0.098,-0.286,1.014014,0.9873076,1.089673
6.22,13.21414,-42.69972,-0.02,0.003,1.336976,0.9393615,0.611885
4.26,13.19789,27.87806,-0.801,0.882,1.068326,0.9815733,0.9861831
6.33,13.20233,24.25806,-0.008,-0.041,1.290627,0.9479049,0.663932
5.89,13.22319,-50.7,-0.019,-0.027,0.8099886,0.9947508,1.618527
5.77,13.20914,11.55611,-0.05,-0.033,1.605082,0.8835657,0.3741778
6.53,13.20997,18.75167,-0.065,-0.003,1.233874,0.9577577,0.733708
5.89,13.23669,-58.68389,-0.051,-0.012,1.348679,0.9371404,0.5993768
4.92,13.23744,-59.10333,-0.265,-0.157,1.023699,0.9863767,1.070307
6.28,13.22411,-18.82667,-0.02,-0.017,0.8515572,0.9954764,1.488497
6.16,13.23264,-43.13889,-0.17,0.028,1.526972,0.9008257,0.4334489
6.11,13.22011,18.72694,-0.215,-0.049,1.420028,0.9231197,0.5278929
4.8,13.25414,-67.89444,-0.041,-0.008,0.788763,0.9938273,1.690417
6.37,13.25714,-69.67972,-0.101,-0.048,1.42594,0.9219321,0.5222255
5.33,13.23636,-19.93083,-0.122,0.167,1.228278,0.9586892,0.7409844
5.89,13.24531,-48.95667,-0.129,-0.081,1.336976,0.9393615,0.611885
4.92,13.22861,40.15278,-0.048,0.015,1.336976,0.9393615,0.611885
5.67,13.24203,11.33167,0.074,-0.052,1.599043,0.8849264,0.3784985
6.19,13.25269,-36.37111,-0.012,-0.015,1.28489,0.9489328,0.6706696
6.07,13.27911,-65.13833,-0.103,-0.052,1.004415,0.9881883,1.109282
5.22,13.26633,-19.94306,0.306,-0.116,1.319505,0.9426305,0.6310211
4.87,13.28694,-66.78361,-0.02,-0.014,1.599043,0.8849264,0.3784985
6.59,13.22556,72.79889,0.017,-0.016,0.8476411,0.9954656,1.500175
5.79,13.25889,40.85528,-0.108,0.015,0.8921627,0.9949391,1.373863
6.68,13.27375,-1.390556,-0.035,-0.028,0.9442073,0.9926812,1.242528
5.1,13.28142,-31.50611,0.034,-0.048,1.279166,0.9499515,0.6774598
6.45,13.27064,19.05167,-0.102,0.002,1.290627,0.9479049,0.663932
5.84,13.28719,-43.97944,0,-0.008,0.8963644,0.9948192,1.36264
6.25,13.20706,80.47139,-0.009,0.012,1.267758,0.9519608,0.6911988
6.45,13.27564,19.78528,-0.11,0.023,0.9177461,0.9940347,1.307261
5.22,13.27958,9.424167,-0.334,0.19,1.078469,0.9803711,0.968162
6.04,13.32192,-72.03556,-0.013,-0.056,1.509061,0.9046737,0.4481333
5.33,13.28767,13.67556,0.007,0.039,1.485238,0.9097234,0.468343
6.37,13.29164,-0.6766667,-0.058,-0.025,0.9220961,0.9938405,1.296338
4.8,13.29342,5.469722,-0.005,0.013,1.702462,0.8610749,0.3099481
6.19,13.30961,-51.28611,-0.048,-0.023,0.8209915,0.9950778,1.582768
4.73,13.29236,40.5725,-0.125,0.021,0.9397373,0.9929382,1.253181
6.2,13.27461,68.40806,-0.013,0.016,0.7957208,0.9941736,1.666419
4.74,13.30675,-18.31139,-1.07,-1.065,1.140957,0.9721593,0.8651342
3,13.31536,-23.17167,0.064,-0.045,1.256405,0.9539321,0.7051516
6.62,13.31419,3.687778,-0.05,-0.011,0.8398899,0.9954101,1.523629
5.82,13.30772,34.09806,0.033,0.003,1.509061,0.9046737,0.4481333
5.15,13.30403,49.68194,-0.033,0.015,0.792227,0.9940051,1.678416
6.18,13.34303,-59.77333,-0.042,-0.024,0.9996489,0.9886097,1.119177
6.02,13.31783,35.12806,-0.03,0.019,0.9134204,0.9942164,1.318236
5.48,13.34383,-52.74806,-0.03,-0.019,0.7718961,0.9928048,1.750413
6.02,13.34675,-55.80056,-0.009,0.004,0.9352911,0.9931827,1.263889
2.75,13.34328,-36.71222,-0.341,-0.085,0.8322476,0.9953098,1.547205
5.77,13.34936,-46.88056,-0.075,0.004,1.372211,0.932602,0.5749471
6.05,13.38128,-72.14667,-0.023,-0.013,0.8515572,0.9954764,1.488497
6.26,13.34489,2.941667,-0.059,-0.029,0.8555,0.9954757,1.476855
5.6,13.33861,40.15056,-0.058,-0.002,1.420028,0.9231197,0.5278929
6.21,13.35831,-19.48889,-0.066,0.008,0.8515572,0.9954764,1.488497
6.18,13.37658,-60.97222,-0.02,-0.013,0.8209915,0.9950778,1.582768
4.53,13.37719,-60.98833,-0.039,-0.014,0.7718961,0.9928048,1.750413
5.83,13.37117,-52.18306,-0.01,0.001,0.8634652,0.9954395,1.45368
5.69,13.36156,2.087222,-0.061,-0.053,0.8398899,0.9954101,1.523629
6.16,13.38131,-47.94306,0.036,0.005,0.8879863,0.9950467,1.385133
6.38,13.38406,-48.56278,-0.006,-0.001,0.792227,0.9940051,1.678416
5.87,13.36936,5.154722,-0.065,-0.036,0.8634652,0.9954395,1.45368
4.53,13.40014,-64.53583,0.029,-0.026,1.217133,0.9605217,0.755704
5.05,13.41864,-74.88778,-0.115,-0.13,1.366313,0.9337484,0.580982
6.22,13.38575,-33.19,-0.005,-0.005,1.690208,0.8639587,0.3174968
5.37,13.38364,-17.73528,-0.047,-0.029,1.296378,0.9468679,0.6572466
6.35,13.36772,43.90306,-0.071,0.01,0.9134204,0.9942164,1.318236
6.48,13.39786,-49.82306,-0.067,-0.044,1.279166,0.9499515,0.6774598
5.89,13.38858,-4.924444,-0.019,-0.015,1.556916,0.8942985,0.4098373
5.31,13.42053,-64.48528,-0.157,-0.022,0.9854823,0.9897984,1.149222
5.67,13.43058,-70.6275,-0.067,-0.009,0.8063781,0.9946213,1.630482
5.75,13.40922,-5.163889,0.159,-0.03,0.9949045,0.9890186,1.129132
6.63,13.45508,-74.69194,-0.049,-0.017,0.7957208,0.9941736,1.666419
6.07,13.39833,37.03389,0.022,-0.006,1.708597,0.8596255,0.3062224
6.44,13.40847,12.43194,-0.016,0.041,1.336976,0.9393615,0.611885
2.27,13.39875,54.92528,0.122,-0.02,0.8247156,0.9951659,1.57089
3.95,13.399,54.92167,0.119,-0.028,0.8674873,0.9954039,1.442151
0.98,13.41989,-11.16139,-0.041,-0.028,0.7405209,0.9901739,1.869259
5.78,13.41853,23.85444,-0.013,-0.009,0.8398899,0.9954101,1.523629
5.09,13.4355,-39.75528,0.184,-0.052,1.420028,0.9231197,0.5278929
5.97,13.4365,-1.1925,-0.111,0.004,0.8921627,0.9949391,1.373863
5.69,13.44892,-41.49806,-0.004,-0.019,1.580958,0.888976,0.3916917
6.31,13.45175,-49.14389,-0.021,-0.006,1.302141,0.9458218,0.6506131
4.01,13.42042,54.98806,0.118,-0.016,0.8797096,0.9952256,1.40781
6.28,13.45578,-49.38083,0.011,0.01,0.7752084,0.9930265,1.738424
5.25,13.44533,-12.70778,-0.13,-0.02,1.611126,0.8821995,0.369895
6.4,13.45408,-40.16306,-0.007,-0.002,1.290627,0.9479049,0.663932
6.2,13.47956,-69.62806,-0.047,-0.045,0.8247156,0.9951659,1.57089
5.88,13.43794,46.02806,0.024,-0.021,1.28489,0.9489328,0.6706696
4.76,13.45756,-15.97361,-0.119,0.024,1.354547,0.9360177,0.5931965
6.11,13.48544,-64.67583,-0.083,-0.005,0.8594694,0.9954634,1.465249
6.5,13.43331,63.26111,-0.392,0.216,1.156997,0.9698464,0.8407252
5.06,13.49033,-51.16528,-0.002,-0.017,0.843752,0.9954435,1.511886
4.98,13.47383,13.77889,-0.236,-0.577,1.140957,0.9721593,0.8651342
5.79,13.43558,72.39139,0.022,-0.009,1.677979,0.8668221,0.3251773
6.66,13.45128,64.73556,-0.068,0.028,0.9715175,0.9908733,1.179802
7.04,13.45297,64.71944,-0.063,0.032,0.9808048,0.9901694,1.159356
6.34,13.46653,52.74583,-0.114,-0.008,0.9091193,0.9943857,1.329262
6.47,13.47394,40.72972,0.009,-0.056,1.256405,0.9539321,0.7051516
6.43,13.48747,-1.364444,-0.043,-0.062,1.366313,0.9337484,0.580982
6.8,13.46992,50.58722,-0.113,0.041,1.302141,0.9458218,0.6506131
4.97,13.49522,-23.28139,-0.056,0.016,1.659678,0.8710787,0.3369508
5.65,13.48694,10.81833,-0.061,-0.035,1.331141,0.9404596,0.6182135
6.48,13.55411,-77.56833,-0.344,-0.112,1.023699,0.9863767,1.070307
6.43,13.47936,50.71833,0.029,-0.083,0.9715175,0.9908733,1.179802
5.58,13.68208,-85.78611,-0.09,-0.018,0.8879863,0.9950467,1.385133
5.4,13.47419,59.94583,-0.08,0.037,0.8136278,0.9948701,1.606589
6.17,13.50003,7.178889,0.004,0.003,1.580958,0.888976,0.3916917
6.51,13.49933,6.013333,-0.017,0.05,1.279166,0.9499515,0.6774598
6.09,13.50714,-6.470278,0.042,0.017,0.9532177,0.9921292,1.221391
3.88,13.51742,-39.4075,-0.012,-0.015,1.40184,0.9267572,0.5454844
6.47,13.52592,-28.11278,-0.062,0.002,0.8555,0.9954757,1.476855
5.77,13.44908,78.64389,-0.146,0.029,1.173196,0.967433,0.8168453
6.16,13.53481,-38.39917,0.035,-0.043,1.325317,0.9415493,0.6245921
6.37,13.55992,-65.6325,-0.048,-0.012,0.8099886,0.9947508,1.618527
6.01,13.53411,-18.72889,-0.099,-0.014,0.8879863,0.9950467,1.385133
4.69,13.53275,-6.255833,-0.104,-0.045,1.671872,0.8682461,0.3290678
6.08,13.52106,42.10611,-0.093,0.026,1.331141,0.9404596,0.6182135
5.69,13.54331,-28.69278,-0.095,-0.022,0.8322476,0.9953098,1.547205
6.45,13.54292,-29.56528,-0.072,0.004,1.004415,0.9881883,1.109282
5.55,13.54769,-15.36306,-0.073,-0.002,1.437773,0.9195387,0.5110475
5.21,13.54947,-10.165,-0.029,-0.036,1.279166,0.9499515,0.6774598
6.68,13.55019,-7.195,0.05,-0.005,1.467412,0.9134489,0.4839908
6.11,13.54669,24.34639,0.049,-0.206,1.279166,0.9499515,0.6774598
6.33,13.57469,-48.27222,-0.029,-0.012,0.799244,0.9943325,1.65443
6.44,13.57878,-33.31083,-0.049,-0.012,1.455546,0.9159029,0.4946641
4.94,13.56886,3.658889,0.044,-0.024,0.8284677,0.9952433,1.559035
5.91,13.57792,-13.21444,-0.044,-0.01,0.8247156,0.9951659,1.57089
3.37,13.57822,-0.5958333,-0.285,0.042,0.8594694,0.9954634,1.465249
6.37,13.57272,38.78917,0.013,0.024,0.9005912,0.994687,1.351465
5.6,13.56869,55.34861,-0.022,-0.002,0.8063781,0.9946213,1.630482
4.98,13.57994,37.1825,0.086,-0.009,0.9854823,0.9897984,1.149222
5.73,13.59203,-5.396111,0.017,0.085,1.273455,0.9509609,0.6843027
4.7,13.57425,49.01611,-0.127,0.03,0.8634652,0.9954395,1.45368
5.63,13.62006,-61.69194,0.135,-0.113,1.03347,0.9853959,1.051185
6.49,13.59258,10.20472,0.077,-0.061,1.319505,0.9426305,0.6310211
6.34,13.65331,-75.68389,-0.027,-0.006,0.8209915,0.9950778,1.582768
6.84,13.58725,44.19694,-0.016,0.015,0.8963644,0.9948192,1.36264
6.5,13.61403,-34.46778,-0.011,-0.028,1.319505,0.9426305,0.6310211
5.98,13.61833,-44.14333,-0.05,-0.02,1.267758,0.9519608,0.6911988
6.1,13.64603,-70.445,-0.068,-0.032,1.550918,0.8956152,0.4144755
5.78,13.61344,-26.495,-0.091,0.021,0.9048428,0.9945425,1.340338
5.9,13.62325,-46.42833,-0.009,-0.033,0.7752084,0.9930265,1.738424
6.42,13.63544,-58.415,-0.008,-0.036,1.372211,0.932602,0.5749471
5.74,13.61642,24.61333,-0.024,-0.005,1.629291,0.8780689,0.3572699
6.01,13.64697,-57.62306,-0.006,-0.014,1.384036,0.9302863,0.5630207
6.59,13.66683,-70.78833,-0.026,-0.028,1.479292,0.9109711,0.4735113
6.49,13.61106,49.48667,-0.004,-0.012,1.302141,0.9458218,0.6506131
4.82,13.62433,36.295,-0.099,0.027,0.9091193,0.9943857,1.329262
5.83,13.645,-29.56083,-0.078,-0.069,0.9854823,0.9897984,1.149222
6.52,13.63553,14.30167,0.036,-0.019,0.9177461,0.9940347,1.307261
5.79,13.66969,-64.57694,-0.059,-0.012,0.9808048,0.9901694,1.159356
6.57,13.57856,76.54667,-0.026,-0.003,1.302141,0.9458218,0.6506131
2.3,13.66478,-53.46639,-0.028,-0.016,0.7435117,0.9904674,1.857505
6.48,13.62861,50.71472,-0.012,0.001,1.629291,0.8780689,0.3572699
6,13.66658,-49.95028,-0.113,0.011,1.599043,0.8849264,0.3784985
6.27,13.66133,-39.74806,-0.02,-0.025,1.696332,0.8625193,0.3137062
5.6,13.6635,-40.05194,-0.044,-0.061,1.479292,0.9109711,0.4735113
6.48,13.65064,18.26528,-0.045,-0.018,1.420028,0.9231197,0.5278929
5.57,13.65961,10.74611,-0.112,-0.013,0.9532177,0.9921292,1.221391
5.5,13.61972,71.24222,-0.038,-0.006,1.420028,0.9231197,0.5278929
5.38,13.70031,-58.78722,-0.035,-0.01,0.8063781,0.9946213,1.630482
5.01,13.69575,-54.56,-0.048,-0.047,0.799244,0.9943325,1.65443
5.46,13.65844,52.92139,-0.142,0.06,0.8555,0.9954757,1.476855
6.21,13.671,31.01194,-0.078,0.087,1.279166,0.9499515,0.6774598
5.75,13.67792,19.95556,-0.049,0.023,0.8209915,0.9950778,1.582768
6.23,13.67753,28.06528,-0.066,0.014,1.467412,0.9134489,0.4839908
6.59,13.69192,-23.44972,-0.009,0.003,0.8398899,0.9954101,1.523629
6.05,13.69603,-33.59694,-0.014,0.026,1.562919,0.8929762,0.4052402
6.32,13.67311,50.51944,-0.132,0.06,1.053264,0.9832854,1.013674
5.62,13.68397,22.49583,-0.02,-0.025,1.307917,0.9447668,0.6440313
5.01,13.69356,-8.703056,-0.094,0.04,1.677979,0.8668221,0.3251773
6,13.71558,-56.76806,-0.011,-0.004,0.788763,0.9938273,1.690417
6.41,13.71517,-50.79056,-0.007,-0.027,1.702462,0.8610749,0.3099481
6.29,13.67258,57.2075,-0.057,0.024,0.8555,0.9954757,1.476855
4.66,13.67897,54.68167,-0.022,-0.009,1.68409,0.8653929,0.3213205
5.98,13.71528,-41.40111,-0.059,-0.049,1.313705,0.943703,0.6375007
6.16,13.70353,8.388333,-0.382,-0.09,0.9949045,0.9890186,1.129132
5.98,13.72778,-42.0675,-0.026,-0.006,0.788763,0.9938273,1.690417
6.47,13.73775,-51.01306,-0.036,-0.041,0.7718961,0.9928048,1.750413
5.36,13.71769,3.538056,-0.291,-0.071,1.366313,0.9337484,0.580982
6.3,13.708,41.67417,-0.09,0.007,1.222698,0.9596106,0.7483163
5.98,13.71206,34.98889,0.013,0.012,1.217133,0.9605217,0.755704
5.85,13.69164,64.8225,0.054,-0.012,0.843752,0.9954435,1.511886
6.51,13.73175,-5.498889,-0.05,-0.018,0.836055,0.9953655,1.535403
6.13,13.72922,22.70028,0.049,-0.036,1.550918,0.8956152,0.4144755
5.6,13.74161,-16.17917,0.013,-0.004,1.195033,0.9640624,0.7858177
6.21,13.74603,-25.50083,-0.053,-0.016,1.526972,0.9008257,0.4334489
5.81,13.76025,-26.11611,-0.071,-0.01,0.8247156,0.9951659,1.57089
4.23,13.76144,-33.04389,-0.462,-0.146,0.9761498,0.9905277,1.16955
6.02,13.73186,52.06444,-0.026,-0.003,0.8172955,0.9949792,1.594669
6.19,13.75975,-15.7675,-0.044,-0.024,0.836055,0.9953655,1.535403
6.51,13.78631,-62.59,-0.023,-0.011,1.895528,0.8139213,0.2080776
4.65,13.77758,-51.43278,0.006,-0.033,1.279166,0.9499515,0.6774598
5.51,13.76564,-12.42667,-0.017,0.008,1.24511,0.9558647,0.7193206
5.15,13.78233,-36.25194,-0.011,-0.009,0.8099886,0.9947508,1.618527
5.91,13.791,-50.24944,0.058,0.013,0.9352911,0.9931827,1.263889
5.45,13.794,-50.32111,-0.151,-0.023,1.515027,0.9033968,0.4431943
6.5,13.75367,55.87944,0.102,-0.36,1.018846,0.9868484,1.07996
6.05,13.78708,-9.709167,0.008,-0.037,1.550918,0.8956152,0.4144755
5.87,13.77042,41.08861,-0.114,-0.043,0.9005912,0.994687,1.351465
5.94,13.77194,38.50389,-0.051,-0.002,1.267758,0.9519608,0.6911988
5.43,13.79039,-17.86,0.059,-0.034,1.671872,0.8682461,0.3290678
5.95,13.77869,25.70222,-0.02,-0.061,1.028574,0.9858926,1.060716
6.33,13.78253,6.350556,-0.51,-0.108,1.098992,0.9778222,0.9328517
5.91,13.71092,78.06444,-0.062,0.049,1.307917,0.9447668,0.6440313
4.5,13.78769,17.45667,-0.482,0.041,1.023699,0.9863767,1.070307
5.5,13.78328,38.54278,-0.131,-0.016,1.319505,0.9426305,0.6310211
5.7,13.77658,54.43278,-0.019,0.001,0.788763,0.9938273,1.690417
5.95,13.92742,-82.66611,-0.036,-0.023,1.57494,0.8903149,0.3961679
6.53,13.81531,-35.70389,-0.516,-0.174,1.068326,0.9815733,0.9861831
3.41,13.82508,-41.68778,-0.022,-0.021,0.7435117,0.9904674,1.857505
1.86,13.79233,49.31333,-0.122,-0.011,0.7526829,0.9913102,1.822032
4.19,13.82408,-34.45083,-0.042,-0.057,1.599043,0.8849264,0.3784985
3.04,13.82694,-42.47389,-0.023,-0.02,0.75896,0.9918383,1.798239
5.75,13.86317,-69.40139,0.004,-0.003,1.739367,0.8523037,0.2880677
5.62,13.81075,31.19028,-0.007,0.037,1.307917,0.9447668,0.6440313
4.97,13.83119,-18.13417,-0.1,-0.038,1.336976,0.9393615,0.611885
6.18,13.83514,-29.08139,-0.048,-0.032,0.8063781,0.9946213,1.630482
6.44,13.83872,-39.90111,0.007,-0.012,1.296378,0.9468679,0.6572466
7.4,13.81589,39.54278,0.023,-0.002,1.302141,0.9458218,0.6506131
4.07,13.82461,15.79778,-0.095,0.042,1.611126,0.8821995,0.369895
4.91,13.82856,21.26417,0.024,0.017,1.556916,0.8942985,0.4098373
6.53,13.84292,-19.89722,-0.046,0.034,1.038387,0.9848868,1.041715
5.98,13.70642,82.7525,0.035,-0.041,1.307917,0.9447668,0.6440313
6.38,13.82917,36.63278,-0.074,0.022,1.302141,0.9458218,0.6506131
6.01,13.84019,5.497222,0.009,-0.003,1.24511,0.9558647,0.7193206
5.77,13.86311,-46.89917,-0.018,-0.03,0.7621466,0.9920915,1.786308
5.25,13.868,-52.81167,-0.045,-0.035,0.7853289,0.9936404,1.702421
6.35,13.86017,-36.43333,-0.1,-0.117,1.023699,0.9863767,1.070307
6.45,13.85567,-24.39083,-0.572,-0.302,1.130354,0.9736445,0.8817036
4.56,13.86378,-32.99444,-0.033,-0.038,0.7718961,0.9928048,1.750413
6.06,13.86392,-32.99472,-0.056,-0.027,0.8027965,0.9944818,1.64245
6.12,13.86692,-31.61944,-0.053,-0.052,1.023699,0.9863767,1.070307
5.96,13.82931,61.48917,0.065,-0.099,1.279166,0.9499515,0.6774598
6.65,13.85125,34.7725,0.031,-0.01,0.8634652,0.9954395,1.45368
5.87,13.85256,34.66444,0.005,-0.054,1.671872,0.8682461,0.3290678
6.46,13.84103,58.53944,-0.029,0.011,0.8515572,0.9954764,1.488497
5.89,13.89531,-53.37361,-0.024,-0.029,0.8209915,0.9950778,1.582768
5.71,13.91358,-67.6525,-0.034,-0.027,1.59301,0.8862817,0.3828574
4.74,13.86319,34.44417,-0.019,-0.032,1.696332,0.8625193,0.3137062
6.04,13.87178,12.16528,0.028,-0.005,0.8322476,0.9953098,1.547205
4.73,13.88681,-31.92778,-0.015,-0.012,0.7686149,0.9925749,1.762392
5.54,13.89244,-35.66417,-0.078,-0.019,1.004415,0.9881883,1.109282
6.1,13.89914,-47.12806,-0.037,-0.001,0.792227,0.9940051,1.678416
6.19,13.89783,-35.31444,-0.27,-0.075,1.313705,0.943703,0.6375007
5.7,13.88692,17.93278,-0.039,0.004,1.211584,0.9614226,0.7631477
4.65,13.85719,64.72333,0.001,-0.002,1.647506,0.8738905,0.3449722
6.4,13.84978,68.31528,-0.172,-0.055,1.40184,0.9267572,0.5454844
6.04,13.90461,-28.56972,-0.17,-0.069,1.378119,0.9314479,0.5689601
5.9,13.88619,28.64806,-0.125,0.027,0.8963644,0.9948192,1.36264
5.71,13.92006,-52.16111,-0.027,-0.024,0.788763,0.9938273,1.690417
2.55,13.92567,-47.28833,-0.057,-0.042,0.7435117,0.9904674,1.857505
5.15,13.91169,-1.503056,-0.088,-0.018,1.348679,0.9371404,0.5993768
6.19,13.91617,-8.058889,-0.172,-0.03,1.048284,0.9838315,1.02296
6.14,13.93883,-54.13194,-0.038,-0.014,0.843752,0.9954435,1.511886
2.68,13.91142,18.39778,-0.063,-0.358,1.073387,0.9809783,0.977142
6,13.9425,-54.70444,-0.038,-0.216,1.17863,0.9666066,0.8090019
6.51,13.92903,-31.285,-0.047,0.009,1.24511,0.9558647,0.7193206
5.7,13.8975,53.72861,-0.03,-0.003,0.799244,0.9943325,1.65443
5.83,13.93875,-46.5925,-0.164,-0.076,1.384036,0.9302863,0.5630207
6.09,14.00911,-78.59,-0.021,-0.005,0.8284677,0.9952433,1.559035
4.71,13.96081,-63.68667,-0.044,-0.03,1.366313,0.9337484,0.580982
6.2,13.97533,-65.80056,-0.033,-0.036,1.331141,0.9404596,0.6182135
6.16,13.93056,14.05639,-0.292,0.007,1.03347,0.9853959,1.051185
5.91,13.94108,1.050556,-0.026,0.014,0.8963644,0.9948192,1.36264
6.32,13.93625,32.0325,-0.118,0.048,0.9715175,0.9908733,1.179802
6.14,13.95769,-23.02278,-0.041,0.006,1.556916,0.8942985,0.4098373
5.01,13.94283,27.49194,0.028,-0.048,1.550918,0.8956152,0.4144755
3.83,13.97119,-42.10083,-0.024,-0.021,0.7465358,0.9907548,1.845714
3.87,13.978,-44.80361,-0.025,-0.024,0.749593,0.9910358,1.833889
5.15,13.97531,-24.97222,-0.049,-0.029,0.781925,0.9934445,1.714426
5.91,13.98814,-50.37,0.011,-0.034,1.279166,0.9499515,0.6774598
6.49,14.00481,-61.48139,-0.072,-0.04,0.9532177,0.9921292,1.221391
5.97,14.0145,-66.26861,-0.136,-0.016,0.9623215,0.9915266,1.200481
6,13.97775,14.64944,-0.061,-0.056,1.562919,0.8929762,0.4052402
5.76,13.97747,21.69611,-0.009,-0.045,0.8063781,0.9946213,1.630482
6.37,13.95892,61.49278,-0.034,0.21,1.302141,0.9458218,0.6506131
5.77,14.00003,-25.01028,-0.196,-0.091,1.023699,0.9863767,1.070307
6.4,13.99703,-3.549722,-0.025,-0.058,1.028574,0.9858926,1.060716
6.13,14.02194,-40.22222,-0.037,-0.006,1.449618,0.9171209,0.5000749
4.34,14.02872,-45.60361,0.002,-0.019,1.08357,0.9797518,0.959243
5.5,14.08883,-76.79667,-0.094,-0.032,1.629291,0.8780689,0.3572699
5.99,14.02233,8.894722,0.036,-0.007,0.8515572,0.9954764,1.488497
6.23,14.01958,27.38667,-0.08,0.017,0.8838352,0.9951422,1.396449
4.26,14.02744,1.544444,0.018,-0.021,0.8555,0.9954757,1.476855
5.48,14.03967,-27.43,-0.033,-0.008,1.503099,0.9059449,0.4531172
5.92,14.05728,-56.21361,-0.083,-0.031,1.431855,0.9207385,0.5166105
0.61,14.06372,-60.37306,-0.032,-0.019,0.7405209,0.9901739,1.869259
6.18,14.05047,-31.68389,0.022,0.083,1.023699,0.9863767,1.070307
6.11,14.05764,-41.42333,-0.034,-0.017,0.7785514,0.9932398,1.726427
6.2,14.04217,9.686389,-0.196,-0.063,1.24511,0.9558647,0.7193206
